,dis_subtype,dis_type,end_date,insur_dam,iso,location,st_date,total_affected,total_dam,total_deaths
2012-0194,Riverine flood,Flood,04/07/2012,,TUR,"Samsun province (Samsun city, Canik)",04/07/2012,,,13
2013-0016,Landslide,Landslide,28/01/2013,,TUR,Sirnak province,28/01/2013,,,7
2014-0174,Ground movement,Earthquake,24/05/2014,,TUR,,24/05/2014,324,,
2015-0038,Riverine flood,Flood,02/02/2015,,TUR,,30/01/2015,,,8
2015-0390,Flash flood,Flood,25/08/2015,,TUR,Artvin region,25/08/2015,,,9
1967-0075,Ground movement,Earthquake,30/11/1967,,ALB,Shupenze (Albania-Yugo Border),30/11/1967,134,,11
1979-0039,Ground movement,Earthquake,15/04/1979,,ALB,Northern,15/04/1979,350,,35
1982-0161,Ground movement,Earthquake,16/11/1982,,ALB, Lushnje,16/11/1982,5005,,1
1985-0241,Landslide,Landslide,11/01/1985,,ALB,North,11/01/1985,26,,57
1985-0244,Severe winter conditions,Extreme temperature ,06/03/1985,,ALB,,06/03/1985,7085,,68
1988-0702,Ground movement,Earthquake,09/01/1988,,ALB,Tirana,09/01/1988,690,,
1989-9335,Drought,Drought,//1991,,ALB,,//1989,3200000,,
1992-0160,Flash flood,Flood,19/11/1992,,ALB,"Kruja, Lac, Lezha, Shkdora, Tropja, Mirdita, Mat, Kukes districts",17/11/1992,35000,7000,11
1995-0234,--,Flood,20/09/1995,,ALB,"Laci, Rrogozhina, Lushnja",20/09/1995,1500,,4
1995-0300,Riverine flood,Flood,27/12/1995,,ALB," Shkadra, Malesi, Modhe, Lezhe, Kruja districts, Shkoder, Grande Montuosa, Lezhe and Kruje provinces",27/12/1995,2000,,
1997-0302,Coastal flood,Flood,23/12/1997,,ALB,Lezhe (North-Western),20/12/1997,8000,,
1998-0584,Ground movement,Earthquake,30/09/1998,,ALB,Kukes,30/09/1998,2100,,
2002-0010,Convective storm,Storm,08/01/2002,,ALB,"Shkoder, Diber, Puke, Kukes, Dibrell, Chukkas, Lezha",08/01/2002,125000,,6
2002-0607,Riverine flood,Flood,10/10/2002,,ALB,"Lezha, Shkoder regions (Northern), districts of Berat, Skrapar, Permet, Tepelena, Gjirokastra, Saranda and Korca (Southern)",21/09/2002,66884,17500,1
2004-0333,Heat wave,Extreme temperature ,/07/2004,,ALB,,01/07/2004,,,3
2004-0633,Riverine flood,Flood,08/12/2004,,ALB,Obot (Shkodra Prefecture),04/12/2004,2500,173,
2005-0045,Convective storm,Storm,28/02/2005,,ALB,"Kukes, Dibra, Shkodra, Lezha, Korca, Elbasan, Berat, Gjirokastra, Vlora prefectures",23/01/2005,400000,,2
2005-0696,Riverine flood,Flood,03/12/2005,,ALB,"Vlora, Fie, Gjirokaster, Durres, Elbasan, Lezhe, Berat, Tirrana regions (South)",30/11/2005,500,,3
2007-0235,Heat wave,Extreme temperature ,22/07/2007,,ALB,,15/07/2007,150,,
2007-0365,Forest fire,Wildfire,/07/2007,,ALB,"Kolonja, Vlora, Puka, Tropoja districts",/07/2007,75,,
2009-0366,Ground movement,Earthquake,07/09/2009,,ALB,Peshkopi,07/09/2009,150,,
2009-0631,Riverine flood,Flood,08/01/2010,,ALB,"Qender (Malesi E Madhe), Rrethinat, Shkoder,Ana E Malit,Dajc,Bushat,Velipoje,Berdice,Guri I Zi,Hajmel,Vau Dejes,Vig Mnelle (Shkoder),Shengjin (Lezhe)",27/12/2009,6600,,
2010-0619,Riverine flood,Flood,03/12/2010,,ALB,"Lezha, Shkodra, Livadhe regions",03/12/2010,14000,,
2012-0012,Severe winter conditions,Extreme temperature ,/02/2012,,ALB,"Puka, Shkodra, Kukes, Peshkopia, Librazhd, Korca districts",/01/2012,230000,,5
2015-0023,Riverine flood,Flood,02/02/2015,,ALB,"Berat, Vlora, Permet, Fier, Elbasan, Gjirokaster districts",01/02/2015,42000,,
2015-0542,--,Flood,04/12/2015,,ALB,"Kukes, Diber, Durres, Shkoder provinces (North); Djirokaster province (South; Tarana region)",21/11/2015,300,,1
1977-0066,Tropical cyclone,Storm,/05/1977,,OMN,"Masirah Isl., Dhofar, South coast",/05/1977,5048,,105
1977-0230,--,Storm,12/06/1977,,OMN,Masirah Island,12/06/1977,1548,,2
1981-0276,--,Storm,08/05/1981,,OMN,,08/05/1981,,,26
2002-0285,Tropical cyclone,Storm,10/05/2002,,OMN,Dhofar province,10/05/2002,83,50000,7
2003-0176,--,Storm,19/04/2003,300,OMN,"Nizwa, Muscat, Wilayat",14/04/2003,,1000,30
2007-0164,Tropical cyclone,Storm,10/06/2007,650000,OMN,Muscat,06/06/2007,20000,3900000,76
2010-0210,Tropical cyclone,Storm,06/06/2010,,OMN,,06/06/2010,,1000000,16
2011-0414,Tropical cyclone,Storm,03/11/2011,,OMN,,03/11/2011,200,,14
2015-0466,--,Flood,18/10/2015,,OMN,,16/10/2015,,,7
1972-0057,Tropical cyclone,Storm,21/10/1972,,TUV,Funafuti,21/10/1972,700,,6
1984-0123,--,Storm,26/12/1984,,TUV,Funafuti,26/12/1984,,,
1987-0062,Tropical cyclone,Storm,22/02/1987,,TUV,Funafuti and other islands,22/02/1987,,,
1990-0010,Tropical cyclone,Storm,04/02/1990,,TUV,Vaitupu,04/02/1990,700,,
1993-0006,Tropical cyclone,Storm,03/01/1993,,TUV,"Nanumea, Nanumaga, Niutao, Nui, Vaitupu",03/01/1993,150,,
2011-9390,Drought,Drought,//2011,,TUV,Nukulaelae Isl. Funati Islands,/09/2011,,,
2015-0093,Tropical cyclone,Storm,11/03/2015,,TUV,"Nanumea, Nanumaga, Niutao, Nui, Vaitupu, Nukufetau, Nukulaelae atolls",10/03/2015,3000,,
1998-0057,Forest fire,Wildfire,30/05/1998,,BRN,,04/03/1998,,2000,
1957-0015,Ground movement,Earthquake,20/02/1957,,TUN,South West,20/02/1957,,,13
1962-0040,--,Flood,/11/1962,,TUN,,/11/1962,,,40
1964-0062,--,Flood,30/10/1964,,TUN,"Kairoun, Khledia",30/10/1964,5000,3000,44
1964-0070,--,Flood,31/12/1964,,TUN,Zarzis area,31/12/1964,16000,,5
1969-0094,--,Flood,/10/1969,,TUN,Countrywide,24/09/1969,271269,100000,540
1973-0018,--,Flood,21/03/1973,,TUN,Medjerda river Valley,21/03/1973,41000,5000,52
1973-0050,--,Flood,/12/1973,,TUN,"Central plains, Esat region",/12/1973,3240,,59
1977-9024,Drought,Drought,//1977,,TUN,"South, Central regions",//1977,31400,,
1979-0122,--,Flood,06/03/1979,,TUN,Medenine,06/03/1979,750,,
1982-0114,--,Flood,28/10/1982,,TUN,"Sfax, coastal areas",28/10/1982,30000,90000,117
1986-0118,Flash flood,Flood,30/09/1986,,TUN,"Tunis, Beja",30/09/1986,2500,,23
1988-9006,Drought,Drought,//1988,,TUN,,//1988,,,
1990-0002,Riverine flood,Flood,01/02/1990,,TUN,"Kairouan, Sfax, Kasserine, Gafsa, Sidi Bou Zid, Tozeur, Nefta, Gabes",20/01/1990,152000,242800,37
2003-0027,Riverine flood,Flood,16/01/2003,,TUN,"Jendouba, Beja, Manouba, Kasserine, Kairouan, Sidi Bouzid, Kef, Monastir, Bizerte (Sbeitla, Le Kef provinces)",14/01/2003,27000,,8
2003-0469,Riverine flood,Flood,18/09/2003,,TUN,"Tunis, Bizerte, Cap-Bon, Sahel",16/09/2003,,,4
2007-0501,Flash flood,Flood,16/10/2007,,TUN,"Tunis, Ariana, Manouba",13/10/2007,5000,,16
2007-0664,Riverine flood,Flood,/04/2007,,TUN,Hfor El Tine (Tozeur city),/04/2007,1500,,
2009-0412,Flash flood,Flood,23/09/2009,,TUN,"Gabes, Gafsa, Monastir, Mahdia, Sfax, Tozeur, Kasrine, Redeyet regions",22/09/2009,8,,17
1918-0023,Tsunami,Earthquake,07/09/1918,,RUS,S. Kuril Isl.,07/09/1918,,,47
1992-0281,Forest fire,Wildfire,07/07/1992,,RUS,,07/07/1992,,,31
1992-0282,Riverine flood,Flood,/11/1992,,RUS,Altajskij Kraj (Siberia),/11/1992,,48100,
1992-0475,Avalanche,Mass movement (dry),26/11/1992,,RUS,Dagestan,26/11/1992,1750,2600,
1993-0039,Riverine flood,Flood,17/06/1993,,RUS,Districts of Serov and Krasnotyurinsk (Urals/Sverdlovsk Region),13/06/1993,6953,34000,125
1993-0111,Avalanche,Landslide,28/01/1993,,RUS,Caucasus Mountain,28/01/1993,,,239
1993-0245,Cold wave,Extreme temperature ,/11/1993,,RUS,Moscow,/11/1993,260,,41
1993-0526,Avalanche,Mass movement (dry),//1993,,RUS,,//1993,,,60
1993-0527,Riverine flood,Flood,/12/1993,,RUS,,/12/1993,7800,,13
1993-9521,Drought,Drought,//1993,,RUS,,//1993,,,
1994-0088,Riverine flood,Flood,01/03/1994,,RUS,"Kurgan, Belozyorsk (Urals), Westen Siberua, Bashkiria (Volga), Volgograde region",01/03/1994,10204,,1
1994-0089,Convective storm,Storm,26/03/1994,,RUS,Sakhalin Island,26/03/1994,62,5800,12
1994-0099,Riverine flood,Flood,/04/1994,,RUS,Ural Mountains area,/04/1994,10000,,
1994-0163,Tropical cyclone,Storm,11/07/1994,,RUS,,10/07/1994,,60000,
1994-0218,Riverine flood,Flood,26/09/1994,,RUS,"Olginskiy, Lazovskiy (Primorskij region), Vladisvotok",17/09/1994,775429,262000,18
1994-0309,Cold wave,Extreme temperature ,/12/1994,,RUS,Moscou,/12/1994,,,42
1994-0342,Ground movement,Earthquake,04/10/1994,,RUS,"Iturup, Kunashir, Shikotan, Kuril Isl.",04/10/1994,2342,,11
1994-0758,Riverine flood,Flood,22/03/1994,,RUS,Volga delta (Kalmykia republic),17/03/1994,1000,,7
1994-0775,Riverine flood,Flood,08/08/1994,,RUS,Bashkortosan (Ural mountains),05/08/1994,1000,19000,20
1995-0040,--,Storm,15/03/1995,,RUS,Caspian Sea (Kalmyk Republic),15/03/1995,2100,,52
1995-0097,Ground movement,Earthquake,27/05/1995,,RUS,Neftegorsk (Sakhalin Island),27/05/1995,750,64100,1989
1995-0130,Convective storm,Storm,29/06/1995,,RUS,Ukraine,29/06/1995,,,10
1995-0239,Landslide,Landslide,28/09/1995,,RUS,Nazran Region,28/09/1995,,,17
1995-0359,Cold wave,Extreme temperature ,01/11/1995,,RUS,Moscou,01/11/1995,108,,208
1995-0360,Convective storm,Storm,08/11/1995,,RUS,Chabarows (Sakhaline Isl.),08/11/1995,460,44000,83
1995-0363,Heat wave,Extreme temperature ,14/06/1995,,RUS,Moscou,14/06/1995,,,20
1996-0100,Forest fire,Wildfire,/05/1996,,RUS,Irkoutz (Siberia),/05/1996,600,,19
1996-0294,Avalanche,Landslide,29/12/1996,,RUS,"South, Caucasus Mountains",29/12/1996,300,,
1996-0359,Riverine flood,Flood,07/07/1996,,RUS,Irkoutsk region (Siberia),03/07/1996,220000,158400,
1996-0471,Flash flood,Flood,25/08/1996,,RUS,"North Primorye, Southern Khavarovsk",01/08/1996,14000,140000,4
1997-0113,Forest fire,Wildfire,09/05/1997,,RUS,Irkutsk & Chita Region,09/05/1997,,,
1997-0194,Forest fire,Wildfire,14/07/1997,,RUS,"Altay Territory, Siberia",14/07/1997,,,14
1997-0291,Cold wave,Extreme temperature ,17/12/1997,,RUS,Moscow,17/12/1997,,,22
1997-0564,Riverine flood,Flood,17/04/1997,,RUS,Krasny (Akskaisky region),15/04/1997,500,174100,2
1998-0121,--,Flood,07/05/1998,,RUS,Veliky Ustyung,07/05/1998,3500,,
1998-0166,Riverine flood,Flood,17/05/1998,,RUS,"Lenks, Sibary",17/05/1998,20000,,
1998-0179,Riverine flood,Flood,06/06/1998,,RUS,Sakha-Yakutia region (Siberia),16/05/1998,78600,3500,13
1998-0194,--,Storm,21/06/1998,,RUS,Moscow,20/06/1998,160,160000,8
1998-0300,Forest fire,Wildfire,21/10/1998,,RUS,Sakhalin Isl.,20/07/1998,100683,270000,3
1998-0406,Cold wave,Extreme temperature ,28/12/1998,,RUS,Kazakstan border,16/11/1998,263,,69
1998-0608,Riverine flood,Flood,07/03/1998,,RUS,Coast of Azov Sea to Krasnodar Kuban region,18/02/1998,88000,13000,1
1998-9197,Drought,Drought,//1998,,RUS,Tartarstan,/07/1998,,,
1999-0047,Ground movement,Earthquake,02/02/1999,,RUS,"Makhachkala (Dagestan, Causacus)",02/02/1999,6240,900,
1999-0068,Cold wave,Extreme temperature ,/01/1999,,RUS,"Kamchatkam, Magadam, Stukotka",/01/1999,725000,,
1999-0128,Forest fire,Wildfire,/04/1999,,RUS,"Vladivostok, Kharbarovsk, Birobijan",/04/1999,,,
1999-0274,Forest fire,Wildfire,/07/1999,,RUS,"Central, North-Western Siberian And Far-Eastern Regions Of Russian Federation",/07/1999,,113336,
1999-0299,Tropical cyclone,Storm,01/09/1999,,RUS,"Primori? R?gion, Ile de Sakhaline (Sib?rie)",01/09/1999,,,12
1999-0399,Riverine flood,Flood,/10/1999,,RUS,"Cho?a District, Altai Republic (Sib?rie)",/10/1999,1200,,
1999-0601,Ground movement,Earthquake,21/02/1999,,RUS,Kizilyurt area (Dagestan),21/02/1999,5020,,1
1999-0627,Cold wave,Extreme temperature ,/12/1999,,RUS,Moscou,/12/1999,246,,162
2000-0164,Avalanche,Landslide,19/01/2000,,RUS,"Transcaucasian highway (Between Georgia - North Ossetia-Alania, Severnaya Osetiya-alaniya Rep.)",19/01/2000,,,20
2000-0165,Cold wave,Extreme temperature ,/02/2000,,RUS,,/02/2000,252,,13
2000-0179,--,Flood,/03/2000,,RUS,"Krymsky, Severskiy, Abinskiy districts",/03/2000,19800,5273,
2000-0202,Riverine flood,Flood,14/04/2000,,RUS,"Kurgan, Orenburg (Cheliabinsk)",14/04/2000,23000,,1
2000-0218,Forest fire,Wildfire,/07/2000,,RUS,Koriaks territories (Extr?me-Orient russe),/07/2000,,,
2000-0231,Forest fire,Wildfire,/05/2000,,RUS,"Bouriatie, Irkoutsk, Tchita regions (Siberia)",/05/2000,,,
2000-0277,Cold wave,Extreme temperature ,13/05/2000,,RUS,"Moscow, Volga Region, North Caucasus, Central region, central Chernozyom region",13/05/2000,,,
2000-0278,--,Flood,13/05/2000,,RUS,Sibria,13/05/2000,1200,,
2000-0295,Forest fire,Wildfire,/07/2000,,RUS,Komis rep. (Arkhanguelsk),/07/2000,,,
2000-0354,Coastal flood,Flood,/08/2000,,RUS,Eastern Maritime region,/08/2000,6000,7000,
2000-0394,--,Flood,/06/2000,,RUS,Moscou,/06/2000,,,
2000-0457,Landslide,Landslide,19/07/2000,,RUS,"Tymauz village (Kabardino-Balkaria Rep., North Caucasus)",19/07/2000,508,,7
2000-0478,Riverine flood,Flood,06/08/2000,,RUS,"Primoriye, Khabarovosk, Sakhalin regions",30/07/2000,24000,30000,2
2000-0480,Ground movement,Earthquake,05/08/2000,,RUS,Ougklegorsk region (Sakhaline Isl.),05/08/2000,19108,920,
2000-0514,Forest fire,Wildfire,/06/2000,,RUS,"Khabarovsk, Extr?me Orient russe (Siberia)",/06/2000,,,
2000-0549,Coastal flood,Flood,28/08/2000,,RUS,"Bolshoi, Dalnegorsk (Promorye region)",28/08/2000,1181,1622,
2000-0553,Forest fire,Wildfire,19/06/2000,,RUS,Amour region,19/06/2000,,,
2000-0576,Tropical cyclone,Storm,19/09/2000,,RUS,,13/09/2000,,50,9
2000-0612,--,Flood,18/09/2000,,RUS,"Primorye, Sakhalin, Koryak",18/09/2000,1320,,
2000-0705,Cold wave,Extreme temperature ,10/10/2000,,RUS,Moscow,10/10/2000,94,,232
2001-0018,Cold wave,Extreme temperature ,/02/2001,,RUS,"Bratsk, Ust-Ilim, Taishet, Novosibirsk, Irkutsk, Poligus (Siberia and Baikalia)",/01/2001,6120,100,145
2001-0227,Riverine flood,Flood,27/05/2001,,RUS,"Yakutia,  Bashkiria, Tuva , Krasnojarsk (Siberia)",12/05/2001,50305,241000,10
2001-0257,Convective storm,Storm,15/05/2001,,RUS,Stavropol region,15/05/2001,12428,17200,
2001-0264,Convective storm,Storm,03/03/2001,,RUS,"Artyom, Ussuriisk, Vladivostok  (Promorye territory) + Sakhalin Isl.",03/03/2001,,,8
2001-0388,Coastal flood,Flood,13/07/2001,,RUS,"Buryata, Irkutz (Siberia)",07/07/2001,300000,33000,11
2001-0404,Heat wave,Extreme temperature ,/07/2001,,RUS,Moscou,/07/2001,,,276
2001-0420,Riverine flood,Flood,12/08/2001,,RUS,Vladivostok  region,06/08/2001,25000,17000,16
2001-0575,Forest fire,Wildfire,01/10/2001,,RUS,Khabarovsk region,01/10/2001,,,
2001-0579,Cold wave,Extreme temperature ,/10/2001,,RUS,"Moscou, Saint-Petersbourg",/10/2001,174,,332
2001-0747,Forest fire,Wildfire,/05/2001,,RUS,"Khabarovsk (Extr?me-Orient russe), Tyva, Khakassie, Tchita (Siberia), Krasno?arsk (Siub?rie orientale)",/05/2001,,,
2002-0024,Riverine flood,Flood,23/01/2002,,RUS,"Krasnodar, Temryuk, Anapa, Slavyank",06/01/2002,3000,64970,1
2002-0048,--,Storm,29/01/2002,,RUS,Kaliningrad,29/01/2002,,3000,2
2002-0279,Forest fire,Wildfire,11/05/2002,,RUS,"Irkoutsk region (Siberia), Khabarovsk region (Extr?me-Orient russe)",11/05/2002,120,,
2002-0376,Flash flood,Flood,01/07/2002,,RUS,"Stavropol, Krasnodar, Karachaevo-Cherkesia, Ingushetia, Adygea, Chechnya, Kabardono-Balkaria, North Osetia-Alania, Dagestan",19/06/2002,330613,443000,91
2002-0469,Forest fire,Wildfire,/07/2002,,RUS,"Yakoutie (Siberia), Tchoukotka, Extreme-Orient",/07/2002,,,
2002-0482,Riverine flood,Flood,18/08/2002,,RUS,"Novorossiisk (Krasnodar region, Black Sea Coast), (Ukraine)",08/08/2002,49500,500000,167
2002-0533,Riverine flood,Flood,26/07/2002,,RUS,Vladivostok area (Primorye Territory),20/07/2002,1500,,
2002-0565,Forest fire,Wildfire,/07/2002,,RUS,"Shatura, Dmitrov, Balashikha, Noginsk, Pavlovo-Posad districts (Moscow region)",/07/2002,,,
2002-0602,Avalanche,Landslide,20/09/2002,,RUS,Near Nijni Karmadon (Severnaya Osetiya-alaniya Rep.),20/09/2002,,,122
2002-0635,Tropical cyclone,Storm,03/10/2002,,RUS,Sakhaline Isl.,02/10/2002,,,6
2002-0639,Cold wave,Extreme temperature ,/10/2002,,RUS,"Moscou, Siberia",/10/2002,25062,,242
2003-0198,Forest fire,Wildfire,/07/2003,,RUS,"Tchita region (Siberia), Bouriatie Rep., Extr?me Orient russe",/04/2003,,,
2003-0388,Tropical cyclone,Storm,11/08/2003,,RUS,Kuril Islands,08/08/2003,,,
2003-0393,Riverine flood,Flood,31/07/2003,,RUS,"Chedikhol, Tandinsky districts (Tuva republic, Siberia)",29/07/2003,600,,
2003-0497,Ground movement,Earthquake,27/09/2003,,RUS,"Kosh-Agach, Ust\'-Ulagan, Ongudai, Shebalino",27/09/2003,1805,10600,3
2003-9777,Drought,Drought,//2003,,RUS,Vladisvostok region (Pacific Far East),//2003,1000000,,
2004-0164,Riverine flood,Flood,09/04/2004,,RUS,"Bryanzk, Bezhitsky, Tver, Chelyabinsk, Moscow, Novgorod, Mordovia",30/03/2004,1220,1797,
2004-0172,Riverine flood,Flood,18/05/2004,16000,RUS,"Krapivino (Kemerovo region), Biisk (Alta? region), Khakassia (Abaz) (Southern Siberia), Altai Republic, Altai TerritoryTomsk region ",14/04/2004,4800,50000,18
2004-0208,Forest fire,Wildfire,16/05/2004,,RUS,"Kurgan, Omsk, Novosbirsk, Kemerovo, Tomsk, Irkutsk, Chita regions Altai, Krasnoyarsk territories (Siberia)",14/05/2004,1000,,9
2004-0250,Ground movement,Earthquake,31/05/2004,,RUS,Tatarsky Bay (Sakhalin Isl.) (Sakhalinskaya Oblast Province),31/05/2004,138,,
2004-0266,Convective storm,Storm,09/06/2004,,RUS,Karatcha?evo-Tcherkessie (Caucase),09/06/2004,6000,,
2004-0388,Tropical cyclone,Storm,22/07/2004,,RUS,Ustt-Ordynsky Buryat autonomous district,22/07/2004,62,6000,6
2004-0454,Riverine flood,Flood,01/09/2004,,RUS,"Labinsk, Motovsk districts (Krasnodar territory)",31/08/2004,500,4962,
2004-0459,Tropical cyclone,Storm,10/09/2004,,RUS,Kouriles Isl.,10/09/2004,,,3
2005-0011,Extra-tropical storm,Storm,08/01/2005,,RUS,Saint-Petersburg,07/01/2005,2,,
2005-0025,Avalanche,Landslide,11/01/2005,,RUS,Kamtchatka peninsula (Far East),11/01/2005,,,9
2005-0045,Convective storm,Storm,/02/2005,,RUS,Touva region (Sib?rie Occidentale),/02/2005,,,
2005-0229,Riverine flood,Flood,/04/2005,,RUS,"Patrikha, Krasno?arsk (Siberia)",/04/2005,222,,3
2005-0233,--,Flood,15/04/2005,,RUS,Leningrad region,15/04/2005,3685,,
2005-0276,Riverine flood,Flood,10/05/2005,,RUS,"Dagestan, Chechnya (North Caucasus)",09/05/2005,5000,21168,
2005-0285,Riverine flood,Flood,11/05/2005,,RUS,"Sovestsky, Georgiyevsky, Podgornoya, Nezlobnaya, Krasnokumskaya, Mineralovodsky districts (Stavropol territory)",11/05/2005,138,2500,
2005-0458,Riverine flood,Flood,04/08/2005,,RUS,Near Sotchi (West Caucasus),04/08/2005,,,19
2005-0713,Severe winter conditions,Extreme temperature ,/01/2006,,RUS,"Moscou, Volgograd region, St Petersbourg, Tchita region, Magadan region",/01/2006,14,1000000,116
2006-0214,Ground movement,Earthquake,21/04/2006,,RUS,"Apuka, Khailino and Vyvenka villages, Korf-Tilichiki area, Koryakskiy",21/04/2006,12040,55000,
2006-0225,Riverine flood,Flood,11/05/2006,,RUS,"Turochak, Biisk, Krasnogorskoye, Klepikovo (Altai Territory, Southern Siberia),  Barnaul (Altayskiy Kray)",21/04/2006,420,7411,
2006-0306,Riverine flood,Flood,12/06/2006,,RUS,"Lens, Olekminsk regions (Yakutia)",04/06/2006,1300,125000,
2006-0360,Riverine flood,Flood,14/07/2006,,RUS,Dzhidinsky district (Buryatia),12/07/2006,6000,,
2007-0037,Convective storm,Storm,26/01/2007,,RUS,Novgorod,19/01/2007,,,
2007-0180,Riverine flood,Flood,11/06/2007,,RUS,Yakutia,13/05/2007,14000,25752,
2007-0334,Ground movement,Earthquake,02/08/2007,,RUS,"Yuzhno-Sakhalinsk, Nevelsk (Sakhaline Isl.)",02/08/2007,7512,420000,2
2008-0476,Ground movement,Earthquake,11/10/2008,,RUS,Chechnya,11/10/2008,5235,,13
2010-0050,Cold wave,Extreme temperature ,26/01/2010,,RUS,"Moscow, St Petresbourg, Orel region, Tchouvachie",01/01/2010,,,13
2010-0153,Riverine flood,Flood,26/03/2010,,RUS,"Kividensky, Novoannensky, Olholvsky, Rudnyansky, Staropoltavsky, Kamishinsky distrcits (Vologorad region)",22/03/2010,3250,,
2010-0352,"Land fire (Brush, Bush, Pastur",Wildfire,06/08/2010,20000,RUS,"Nizhniy Novgorod, Riazan, Lipetsk, Voronez, Belgorov, Ivanovo, Moscow",/07/2010,5996,1800000,53
2010-0372,Heat wave,Extreme temperature ,/08/2010,,RUS,"Moscow, Volgorad, Lipesk, Voronej",/06/2010,,400000,55736
2010-0466,Forest fire,Wildfire,03/09/2010,,RUS,Volgograd,02/09/2010,1200,,8
2010-0547,Riverine flood,Flood,16/10/2010,,RUS,"Tuapsinskoye, Dzhubskoye, Novomichailovskoye, Velyaminivskoye, Georgievskoye, Shaumyanskoye, Shepsinskoye, Octyabrskoye, Tenginskoye (Tuapsinky area); Urinskoye (Apsheronsky area) - Krasnodar region",16/10/2010,45214,66000,23
2010-0615,Cold wave,Extreme temperature ,03/12/2010,,RUS,"Oural, Siberia, Moscou",03/12/2010,11,,11
2010-9318,Drought,Drought,/08/2010,,RUS,,/04/2010,,1400000,
2011-0200,Riverine flood,Flood,30/05/2011,,RUS,"Mykopsky, Koshehabisky, Giatinsky, Shovgenovsky, Krasnogvardeysky (Adygeya Republic), Dagestan (Krasnodarskiy region)",25/05/2011,10669,21015,
2011-0306,Convective storm,Storm,31/07/2011,,RUS,"Blagovechtchensk (Amour region, Extr?me Orient)",31/07/2011,14,3000,1
2011-0340,Riverine flood,Flood,27/08/2011,,RUS,"Oklyabrsky district (Grozny, Chechnya)",26/08/2011,3500,,
2012-0019,Cold wave,Extreme temperature ,/02/2012,,RUS,"Moscow, Iakoutie",01/01/2012,,,64
2012-0098,"Land fire (Brush, Bush, Pastur",Wildfire,20/04/2012,,RUS,Tygda (Amour region),20/04/2012,598,,2
2012-0111,Riverine flood,Flood,27/04/2012,,RUS,Riazan and Volgorad regions,22/04/2012,11871,17000,
2012-0213,Flash flood,Flood,11/07/2012,30000,RUS,"Gelendzhik, Divnomorskoye, Krymsk, Nizhnebakanskaya, Neberdzhaevskaya, Kabardinka, Novorossiysk (Krasnodar region)",11/07/2012,31410,600000,172
2012-0243,Riverine flood,Flood,10/04/2012,,RUS,"Rudniansky, Kamylshensky, Elansky (Volgorad region)",10/04/2012,2406,,
2012-0444,Riverine flood,Flood,15/10/2012,,RUS,Caucase,09/10/2012,1120,,7
